snippet,price change,News Sent.
"Heres what you need to know to start your day The move, which comes after President Trump left Beijing complaining about its trade policies, could give Chinas troubled financial system a needed shakeup A list of men who have resigned, been fired or otherwise lost power since the Harvey Weinstein scandal broke",neg,neg
"How will sex, death and liability change on the road to the driverless revolution The proposals by the European Commission, the European Unions executive arm, drew immediate complaints that officials had buckled to pressure from Germany Its very name was synonymous with the thcentury economy Now its trying to catch up with Silicon Valley on selfdriving cars",pos,neg
"For Elon Musks company, autonomous driving is just a pit stop on the road to a better planet Can it survive long enough to get there",neg,neg
"Pieter Abbeel, a Berkeley professor, is part of the team that has started Embodied Intelligence to make it possible for robots to learn on their own",neg,neg
"Homebuilder stocks slipped as investors parsed proposals to cap the mortgage interest deduction and collapse tax brackets The Republican proposal calls for abolishing a , credit for purchases of allelectric and plugin hybrid vehicles, just as automakers are expanding lineups Introducing this years Tech and Design Issue",neg,neg
"The electriccar maker cited record output of its existing models, and its chief said bottlenecks on its first massmarket offering were being resolved The tax plan released by House Republicans on Thursday would reorient big chunks of the American economy, creating winners and losers House Republicans are expected to unveil their longawaited tax overhaul, but questions remain about how the proposed changes would be financed The greatgrandson of the founder of Vertex, the British company that made watches for troops during World War II, is on a personal mission to revive it",pos,neg
"The eight victims of Tuesdays terror attack on a Manhattan bike lane came from as far as Argentina, and as near as a few blocks away",neg,neg
"Lawyers for Google, Facebook and Twitter will discuss Russian meddling in the  presidential election and the Federal Reserve could get a new leader Waymo, the selfdriving vehicle unit of Alphabet, showed its latest advances at Castle, its test track in Californias Central Valley",pos,neg
The Get Out producer loves musicals,pos,neg
"By restricting the range of its cars for a reduced price, Tesla annoyed some critics, but it was engaging in a common and beneficial practice The carmaker reported an increase in revenue, but said it still had work to do to overcome the damage caused by its diesel emissions cheating",pos,neg
The Consumer Financial Protection Bureaus proposed rule was defeated by an intense lobbying effort and moves by Republican allies in Congress,neg,neg
Tesla is said to be moving closer to becoming the first foreign car company to have a wholly owned manufacturing operation in the country,neg,neg
The light turned red The cars in front of me began to stop And I let my car take over,neg,neg
"The oil giants chief executive denied that the companys forthcoming stock sale faced delays, but gave few details of what the offering would look like",neg,neg
Heres what you need to know to start your day,neg,neg
Engineers are finding ways to have cars do much more than take us from Point A to Point B  including producing and dispensing water,neg,neg
"General Motors has already begun mapping a site to test the vehicles in Lower Manhattan, according to the governors office",pos,neg
"Monday A conversation with Kevin de Len, the end in sight for wildfires, and the debut of Disney Trying to improve the nations diet, hes hatching food projects the way his brother, Elon, launches rockets  and drawing some friendly fire Tuesday A Times reporter digs out his satellite phone, San Diego courts Amazon, and how fire retardant works",neg,neg
"As retailers face existential threats from the internet, clothing chains and burger joints alike are flocking to Columbus, Ohio, to test new ideas",pos,neg
"Automated cars will save lives and make us more productive, manufacturers say But most Americans say, not so fast The dismissals came as the electriccar maker tries to increase the production of its first massmarket vehicle, the Model  sedan",neg,neg
"The company, now called Virgin Hyperloop One, is developing highspeed transit technology in hopes of rolling out its levitating pods by ",pos,neg
"James Dyson is looking to the future, and Jim Ratcliffe to the past But to make their cars a reality, they must overcome the auto industrys high barriers to entry",pos,neg
"As the Trump administration seeks to repeal Obamaera clean power rules, expect coal companies to come out ahead  but not by as much as people might think",neg,neg
"Compared to a short pit stop at a gas station, charging an electric vehicle can be a timeconsuming experience But change is at hand With  percent of the island without power, Puerto Rico has become a place where houses, stores, apartments and public buildings run on diesel generators The biggest automakers in the world are being forced to follow Beijings lead as China takes steps to dominate in electric vehicles and technology",neg,neg
"Governments worldwide are looking to electric cars, and the worlds automotive companies are scrambling to prepare After years as the industrys top AfricanAmerican talent agent, Charles D King is building an audacious new production company  with a vision for bringing longneglected stories to the screen",neg,neg
Browns latest novel features a brilliant futurist and a plot that revolves around the tensions between creationism and science,pos,neg
"The executive, Jim Hackett, told investors that the company would focus development on trucks, SUVs, and electric or selfdriving vehicles",neg,neg
General Motors says it will add at least  electric vehicles to its lineup by  Ford followed with its own initiative with  offerings,neg,neg
"A visit with Dan Brown, whose new novel  as with all of his works  doesnt shy away from the big questions, but rushes pellmell into them In Origin, the question is Can science make religion obsolete",pos,neg
The small vehicles are being tested on a university campus and central Taipei The citys mayor hopes they will reshape transportation,neg,neg
"The Berlin marathon will test the primacy of mind over body in sports Amid natural disasters, terrorist attacks and the North Korea nuclear crisis, it is not just camouflageclad cave dwellers who are prepping for doomsday Ms Musk has modeled for five decades, holds masters degrees in dietetics and nutritional sciences and has no intention of retiring Ever",pos,neg
Oops Facebook admits it created a democracycrushing Frankenstein monster that it cant control,neg,neg
"Dr Robert J Cerfolio, a thoracic surgeon, wanted a good view, a washerdryer, an excellent gym and outdoor space  all within walking distance of work",neg,neg
"Monday A compromise on immigration enforcement, an antsniffing dog and an attempt to slow the states revolving door",neg,neg
"Through the years, a strategy has emerged  book a hotel for the night before you arrive, never worry about the weather, make a few only a few reservations Mike Cagney, the financial technology startups cofounder, told employees that HRrelated litigation and negative press had become a distraction",pos,neg
"The couple met in  at Cornell, from which they graduated A portrait of an android has been shortlisted for the Taylor Wessing Photographic Portrait Prize, as the debate about artificial intelligence intensifies The first tangible products from a revamped Cadillac under Johan de Nysschen will soon come to the market With her new book, Reset, a thwarted Silicon Valley power player hopes to do for gender discrimination what Anita Hill did for sexual harassment The yearold YouTube megastar is mining a summer of controversy to build a social media empire In a fatal accident last year, the National Transportation Safety Board said, the automaker allowed autonomous driving in unsuitable conditions The company remotely enabled free software upgrades for Florida drivers during the hurricane, sparking questions about Teslas oversight",pos,neg
"First order of business face reality in a way the former chief executive, Travis Kalanick, wouldnt",neg,neg
"Even before one suitors interest emerged this week, the automaker had been in talks for months on Chinese investments or other deals, officials say A number of companies are working on ways to control machines simply with a thought But they are likely to be met with skepticism",pos,neg
"CEOs are speaking out on social and political issues in sometimes startling ways, recasting the role business plays in the national debate Using technology developed for highend boats, San Francisco Bay craftsmen and technologists have become pioneers in the sport Despite their symbolic moves, many CEOs will continue to advocate positions in person and through lobbyists, while people in Mr Trumps inner circle face a harder decision",pos,neg
"The chief executives of Merck, Under Armour and Intel had the courage to resign as a presidential adviser, but others have been less forceful President Trump bowed to pressure that he personally condemn white supremacists who incited violence in Virginia, but neither supporters nor critics were satisfied Three corporate chiefs have stepped down from an advisory council to the president The question is, will more follow Batteries and electric motors will have a major role in powering cars and trucks of our future But gas engines have a lot of life left Seeking to adapt to upheaval in the energy market, Eneco is preparing for a future in which utilities provide services rather than kilowatts",neg,neg
"Women cant afford to wait for the industry to police itself The chip giant gains new prominence in the race to make autonomous vehicles part of everyday life The union successfully lobbied to exclude vehicles over , pounds from legislation on selfdriving vehicles But it would be smarter to prepare haulers for a career shift",neg,neg
Heres what you need to know to start your day,pos,neg
"Diluting its shares by just  percent would have done the trick at less risk But bondholders dont need shareholders faith in Elon Musk to be paid back Proceeds would be used to further strengthen Teslas balance sheet during rapid scaling of production for the Model , the company said",neg,neg
"The factorys location has not been decided, but the automakers said that it would most likely cost  billion and would employ about , workers",neg,neg
"Aina, a modern Hawaiian restaurant whose brunch has spawned a citywide mania, opened last year in a small lightflooded corner space in Dogpatch",pos,neg
"To participate, just post a comment here by Aug  at  am Eastern This weeks winners will be announced on Aug ",neg,neg
"The electriccar maker lost more than  million in the second quarter, but its revenue doubled, with its first massmarket model in the offing In this shortstory collection by Samantha Hunt, dreamlike images operate in service to feminist themes and earthbound ideas Heres what you need to know to start your day",neg,neg
"A startup company in Massachusetts says it has found a way to turbocharge alkaline batteries for a safer, cheaper and rechargeable alternative to lithium ion",neg,neg
"Monday The spread of warehouse work in inland California, UC Irvines rescinding of  acceptance letters, and a necropolis outside San Francisco The European Unions antifraud office said that Volkswagen misused money intended to develop more environmentally friendly engines",neg,neg
"Heres what you need to know to start your day France, Norway and India have already said they want to eliminate gas and diesel vehicles",neg,neg
"Heres what you need to know to start your day As other tourists flock to wealthy shopping districts, some learn from guides about Hong Kongs underpaid domestic workers and volatile politics The regions largest lenders will report secondquarter results, and economists guess that employers added around , jobs last month",neg,neg
"Elon Musk, Teslas chief executive, delivered  cars to employees chosen to be the first owners The electriccar maker faces a challenge in meeting the sizable demand Heres what you need to know about the weeks top stories",pos,neg
"The ban follows similar announcements by France, India and Norway, and is the latest move in a growing push toward the use of electric vehicles",neg,neg
"Monday Egregious behavior by a former dean, a ride along with immigration enforcers, and what , rents you in Los Angeles",neg,neg
"Congress is taking its first steps to regulate autonomous vehicles, as the technology moves closer to fruition Officials from the Organization of the Petroleum Exporting Countries will review output cuts amid slipping compliance Internet companies, banks and automakers will release earnings",neg,neg
The technology is catching on faster than predicted The entrepreneur said on Twitter that he had verbal approval to build a transportation artery connecting cities from New York to Washington DC,pos,neg
"The election of  may have empowered the partys left, but a cluster of Democratic governors is emerging as a pragmatic voice",neg,neg
"Three of the betterperforming stock funds scored with picks as varied as wellknown technology companies, microcap stocks and Asian innovators",neg,neg
"Heres what you need to know to start your day A growing number of analysts say pessimism about plugin cars could be becoming outdated, thanks in part to plunging battery prices Heres what you need to know to start your day",neg,neg
"Under pressure from car dealers, the state is one of several that bars the electriccar maker from selling directly to the public",neg,neg
"Conversation starters and context, drawn from the days news in Australia",pos,neg
Heres what you need to know to start your day,pos,neg
"The electriccar makers shares are off sharply after a report of production trouble, giving General Motors back its lead after less than three months Several automakers aim to change the shopping experience with fixed prices, aftersale care and even ways to avoid the dealership altogether",pos,neg
"Thursday Getting a read on Senator Kamala Harris, the economic change sweeping Vallejo, and Garth Brooks mania on the Central Coast",neg,neg
"Jia Yuetings resignation came just days after a court froze  million in assets tied to him, the latest in a series of setbacks for the businessman",neg,neg
"A downturn in car sales after two record years is prompting companies to scale back domestic production, particularly for smaller vehicles It is the first mainstream automaker to sound the death knell of the traditional engine, saying that starting in  all the models it introduces will be either hybrids or powered solely by batteries",pos,neg
"It is the latest setback for Jia Yueting, the chairman of the technology company LeEco, after one of its affiliates missed loan payments",pos,neg
"American panel makers say belowcost sales by Chinese companies are ruining business If tariffs result, installers and homeowners may suffer instead As the electriccar maker moves to expand its lineup, it said problems with battery manufacturing had held down sales of existing models this year Heres what you need to know to start your day Automakers like BMW and MercedesBenz have failed to expand their market share by offering more variety, joining the industrys overall sales decline",neg,neg
The company said foreign production was needed to make its models more affordable overseas Its plan for a plant would require a Chinese partner Heres what you need to know to start your day Its not robot overlords Its economic inequality and a new global order Bridge International Academies  a chain of inexpensive private schools  has ambitious plans to revolutionize education for poor children But can its forprofit model work in some of the most impoverished places on Earth,pos,neg
"While Norway wants to wean its own citizens off fossil fuels, it remains one of the worlds biggest petroleum producers and is revving up exports Timothy Cook, Jeff Bezos and Eric Schmidt were among  tech executives at a forum held by an administration they have had conflicts with",neg,neg
"Andrew Left sniffs out corporate fraud  and gets rich doing it The company, rooted in the most mundane auto products, is remaking itself in an effort to become the technological backbone of selfdriving cars",neg,neg
"Santander, Spains largest lender, is to buy Banco Popular, after the European Central Bank determined that the smaller lender was failing or likely to fail",pos,neg
Researchers have proved a car can be remotely hacked Now imagine if that car was being driven entirely by a computer,pos,neg
"Carl Richards answers a readers question about whether he should own Bitcoin The inquisitors friend says he is making big money in the cryptocurrency General Motors beat back a bid to split its stock into two classes, and its upstart electriccar rival overcame a challenge to multiyear board terms Scientists call it the handoff problem How do you keep humans focused enough to take control of a selfdriving car in an emergency As cars become more like computers, cybercriminals will have more ways to get into their important systems",pos,neg
"George W Bushs Kyoto withdrawal cemented a perception of unilateralism that haunted his presidency But President Trump has handled the issue differently, if just by chance",pos,neg
"Under its chief executive, Mary T Barra, General Motors is redirecting energy and capital toward a race with Silicon Valley to create selfdriving cars",neg,neg
"This time, theyre squared off over climate change Also, there was more Uber news",neg,neg
"Local firms leaders around the country remain widely supportive of President Trump, even as some chief executives of big corporations pull away",neg,neg
"There are reasons  accidents, thefts, insurance questions  why lending services like Turo and Getaround for peoples private vehicles havent taken off The presidents decision to pull out of the Paris climate accord did not go over well with tech industry leaders",pos,neg
Do you think Mr Trump made the right choice Why or why not,neg,neg
President Trump said he would pull the United States out of the climate agreement China may move to fill the void,neg,neg
Several large corporations quickly expressed dismay with President Trumps decision and said they would continue their environmental efforts,neg,neg
"White House officials said that they expected him to abandon the landmark global warming agreement, but they also said that decision could change The withdrawal process could take four years to complete, meaning a final decision would be up to the American voters in the next presidential election",neg,neg
"The ridehailing service had acquired Anthony Levandowskis company last year He was accused of stealing product plans from his former employer The president said that at  pm Thursday, he would announce his decision on whether the United States would honor the landmark climatechange pact Heres what Mr Trumps decision on the climate change pact says to the world America cares little about science, its allies and competitiveness",neg,neg
Heres what you need to know to start your day,neg,neg
"The presidents proposed reductions to the departments research may have a greater impact on climate change than the Paris accord decision The top  chief executives, who make more than last year, are holding meetings with President Trump, who is considering rolling back DoddFrank regulations A classaction case alleges that the automaker programmed heavyduty pickups to cheat on pollution tests The company denied the charge The Timess new cybersecurity reporter explains why the prospect of selfdriving cars strikes fear in the hearts of security reearchers Across Europe, some fledgling driverless projects are focused on utilitarian selfdriving vehicles for mass transit that barely exceed walking pace",neg,neg
"The Ford family, which controls twofifths of Ford Motors voting stock with less than  percent of the shares, was caught off guard It shouldnt have been The spending plan also calls for raising billions of dollars by opening up public lands to oil and gas drilling and selling oil from the Strategic Petroleum Reserve A service called Opendoor, which will make an offer on your house sight unseen, illustrates a new breed of startup and Silicon Valleys everwidening ambitions",neg,neg
The automaker promoted Jim Hackett and vowed to catch up in the race to build selfdriving cars and to bolster its conventional product line,neg,neg
"Jim Hackett, who oversees the unit working on autonomous vehicles, will take over an automaker under fire over its stock price and stagnant sales",neg,neg
"In a tide of breaking news, why pay attention to the tech industry",pos,neg
"California has  hydrogen refilling stations, and automakers are poised to add stations in the Northeast, from New York to Boston Friday How innovation thrives in Silicon Valley, the therapeutic power of communing with animals, and reader recommendations for Los Angeles restaurants",pos,neg
"In a partnership with Vivint Solar, the automaker will market a storage device that can help power lights, appliances  and even electric cars",pos,neg
Google was an early ally of Uber when it was a ridehailing startup That relationship changed when both pursued selfdriving technology in earnest,neg,neg
"Our software systems are like unstable cities built on swamps We could fix them if the industry and the government took decisive action With Mark Fields under investor pressure, the automaker is shedding , salaried jobs in a step to balance cutbacks with technology investments",pos,neg
"The automaker came under fire from shareholders over its stock price, its leadership and even the format of the event itself",pos,neg
"Apple continues to mint money at an almost inconceivable pace But it hasnt come out with a technological game changer in years Investors, take heed",neg,neg
"A highstakes dispute between two leaders in the field is coming to a head as a judge considers whether an Uber executive brought stolen trade secrets to the company The downtown boom, visible in the new nightlife scene along Newark Avenue, poses a threat to the urban pioneers from the citys grittier days",neg,neg
"A former business owner from Houston and Mulberry Streets would love to bring back the spirit of a neighborhood where Nikola Tesla once had a lab Were following major developments in the markets throughout the day Check here for the latest updates Investors have been bullish about the electriccar maker, but its ability to meet its goals is under scrutiny as it proceeds with a massmarket model Heres what you need to know to start your day New models may help ease consumers fears of running out of power before they reach the charging station",neg,neg
"Nearly  executives have visited this year, putting CEOs on par with senior lawmakers as influences on President Trumps thinking A growing number of disgruntled consumers are using satirical images to target companies  notable ones include Samsung and Pepsi  and that has brands scrambling for cover",neg,neg
"Heres what you need to know to start your day Technology, investors and entrepreneurs are behind a groundswell of innovation in hardware A Brooklyn center dedicated to commercializing hardware startups shows the trend",pos,neg
"Anthony Levandowski, the engineer at the center of litigation over driverless car technology, said he will no longer work on a key part of the technology at Uber",pos,neg
"Heres what you need to know about the weeks top stories Whether an American program to sabotage North Korean test flights is behind a string of failures, it has led Pyongyang to hunt for spies and ways to combat such attacks Since taking over two years ago, James and Lachlan Murdoch seem determined to rid the company of the oldguard culture on which their father built his empire",pos,neg
The permit is the clearest signal yet that the company wants to enter an intensely competitive sector by designing or building autonomous vehicle technology Traditional automakers are building a greater presence in California to compete with tech companies that are so far leading the pack,neg,neg
"Rachel Whetstone, the head of policy and communications, guided the ridehailing company through a series of recent scandals YouTubes Super Chat feature gives creators on the video site a new way to make money by charging audience members to have their comments highlighted during live streams",pos,neg
"Investors have been energized by the electriccar makers upbeat outlook for delivering its massmarket model Now its chief, Elon Musk, must deliver",pos,neg
Heres what you need to know to start your day,pos,neg
"Tuesday Questions for UC Berkeleys  commencement speaker, three people die in a San Bernardino shooting, and some of the springs most colorful scenes Teslas valuation implies that investors expect its chief executive, Elon Musk, to outdo even some of his biggest cheerleaders already rosy assumptions",neg,neg
Heres what you need to know to start your day,neg,neg
"General Motors has achieved steady profits in a booming domestic market and has tried to prove its innovative approach, but investors are unimpressed",neg,neg
"The ambitious conglomerate, which said unspecified regulatory problems had derailed the American TV acquisition, grew quickly but its cash has dwindled",neg,neg
Canadian researchers have played a major role in developing artificial intelligence Now the government is helping to create research centers to retain them,neg,neg
"After passing Ford Motor a week ago, the electric car company edged past General Motors in early trading, with a market capitalization of  billion",neg,neg
Heres what you need to know to start your day,pos,neg
The electriccar maker is the latest company to become a market darling based not on what it has achieved but on a vision of a dominant future,pos,neg
"Standing with a reusable booster and a model of a capsule for carrying humans into space, the billionaire disclosed that he had been financing his rocket company by selling shares in his company",neg,neg
 Noteworthy Watches From Baselworld ,pos,neg
Heres what you need to know to start your day,neg,neg
"Tuesday A new salvo in Californias fight with President Trump, a rush for HB visas, and the growing popularity of the slackline",neg,neg
"The vow to revamp the system has buoyed markets, but any changes will be hard to enact with dozens of appointments to the department still pending",pos,neg
Heres what you need to know to start your day Heres what you need to know to start your day,neg,neg
"With an eye for both design and engineering, this British consumer electronics company is aiming for  and winning  the high end of the market The electriccar maker said it produced , vehicles in the first quarter, compared with , a year ago The company wants to produce , cars in  Heres what you need to know at the end of the day The federal government announced fairly small changes to the work visa program Tech companies are still waiting for more significant alterations With signs that the long boom in American auto sales is tapering off, the Detroit giants are eclipsed on Wall Street by the electricvehicle upstart",neg,neg
"Companies that have embraced environmental goals are represented on White House councils, offering influence that advocacy groups hope theyll use",pos,neg
"Heres what you need to know to start your day The rate may need to be  percent so the presidents plan is tax neutral When Barack Obama proposed that figure, repeatedly, Republicans called it too high Ignoring climate change and the benefits of clean energy only helps a rival",neg,neg
"The purchase came as the carmaker has sought to raise more cash before starting production of its Model , an electric vehicle targeting the mass market",neg,neg
An argument can be made that governments can prod companies to innovate The growing popularity of electric cars provides a case in point,neg,neg
Sometimes the only way to push technology advances is through rules Loosening the ones on fuel economy could leave the car industry out of step with the future,neg,neg
The electric carmaker has lost money three years in a row and plans to supercharge production of its mass market model with very little buffer,neg,neg
"While the battle in Washington gets much of the attention, the most direct attack against electric vehicles is being waged in statehouses Chip makers such as Intel are excited about the market for autonomous vehicles, which require a lot of computing power Some automakers already offer drowsiness detection systems, and more are likely to follow with ever more sophisticated technology",pos,neg
"While immigration, health care and Russia are hogging the media oxygen, big reversals are happening in Obamaera tech policy",pos,neg
"From Pennsylvania Station, take the train to the Thomas Edison Center at Menlo Park to learn about the inventors highly productive , patents life",neg,neg
An idea thats about a century old congestion pricing could be ready for prime time rush hour,neg,neg
"At the companys shareholder meeting, Robert A Iger told those who want him to quit the presidents business policy forum that he was using it to share his values with Mr Trump",neg,neg
Freddy Cheng sneaks up on us,pos,neg
"Along with sensors, autonomous vehicles will need detailed maps of the road and the obstacles ahead Creating these maps will be a monumental task The Trump administrations expected move on emissions and mileage targets would remove a costly mandate, though some efficiency efforts would proceed",pos,neg
"A lawsuit says an employee took thousands of secret files on selfdriving car design when he left Google to start his own company, later sold to Uber Two new exchange traded funds offer a conservative evangelical  what is called biblically responsible  tilt to the socalled sin stocks investing approach Ubers reputation is in tatters Fixing its culture is the only way out",neg,neg
"While President Trump has sought to take a tough stance on immigration and national borders, his businesses have filed trademark applications around the world The company, owned by Tesla, relies on monthly payments from solar panel customers But foreclosures can halt those payments, and SolarCity relies on only one credit check to vet customers",neg,neg
Heres what you need to know to start your day Heres what you need to know to start your day,pos,neg
No deal on the latest stage of a bailout is expected in Brussels Minutes from the Federal Reserves first  meeting could offer clues to its next move on interest rates,neg,neg
More than half of the ultrawealthy are selfmade billionaires The chance of joining their ranks remains incredibly slim,neg,neg
"Prompted by President Trumps immigration order and in some cases their employers own past, workers seek to set limits on cooperation with the administration A summons to the White House has long been much coveted But for some top executives, it has become something to be ducked, lest it make them a target After a turbulent summer, the NBAs newest villain is finding peace and building an empire among the Bay Areas techies",neg,neg
"With crucial posts still vacant, Gary Cohn, a longtime Goldman Sachs executive, has become the presidents goto figure on matters related to jobs, business and growth",neg,neg
"To get the very best people in the world, tech companies must look beyond American shores BMW, Daimler and Volkswagen are striving with increasing urgency to ride the digital wave sweeping the industry, before it rolls over them",pos,neg
"Travis Kalanick plans to step down from the presidents council, after internal pressure from employees and a social media backlash In a court filing, nearly  technology companies cited the tremendous impact of immigrants on the United States in opposing the Trump immigration ban",pos,neg
"Automakers have pulled many convertible models, leaving lovers of topdown driving to find their own solutions",pos,neg
Heres what you need to know to start your day The Model S electric sedan did not receive either of the two safety awards given by the Insurance Institute for Highway Safety,neg,neg
"Heres what you need to know to start your day President Trumps executive order on immigration has sowed chaos and confusion, and driven business leaders  particularly in the tech sector  to move against it Tuesday Ballot initiatives to help pay for homeless services, a  murder solved, and Hollywoods awards season veneer is beginning to crack Whispered questions among business leaders over the weekend produced no clear consensus on what to say about the President Trumps immigration order in public Heres what you need to know to start your day",neg,neg
"Social media tries to tamp down fake news sites, the president isnt giving up his unsecured phone and Elon Musk is trying to be a voice of reason Tech companies, which have embraced globalization, reacted more forcefully to the presidents immigration order than counterparts in other industries A whirlwind threemonth project is helping the luxury carmaker transform itself into a multifaceted clean energy company",pos,neg
"President Trump definitely wants to build a wall along the border, but we dont yet know how the wall would be paid for Mr Musk might seem to be anathema to the president, yet hes part of Mr Trumps meetings with business leaders The reasons jobs, vision and power",neg,neg
Heres what you need to know to start your day The economic expansion of only  percent in  could bolster the case for infrastructure spending but complicate the presidents plans,pos,neg
Electric vehicles offer a new chance to Chinese carmaking efforts that have floundered in the past But lavish state aid could be as much bane as boon,pos,neg
"The political tide might seem unfavorable for electric cars and solar panels, but the new president may see them as part of a jobproducing future",neg,neg
"Corporate bosses are meeting with President Trump, hoping to affect policy and worrying that they could become a target of his tirades",neg,neg
"In California, an environmental crisis forced a utility to fasttrack a risky idea  using rechargeable cells to stand in for power plants Some say lengthening guarantees shows potential buyers that they have confidence in their products Donald Trump gave an interview to a German newspaper, and people are still trying to figure out what he meant The highway agency found that while Teslas Autopilot feature didnt prevent a crash in Florida, the system performed as it was intended Friday California braces for protests, the Raiders apply to move to Las Vegas, and readers react to lawmakers boycott of the inauguration Corrections appearing in print on Sunday, January , ",pos,neg
What groups and businesses are doing to make tourism more globally aware in the coming year,neg,neg
"Macys and Sears have recently announced numerous closings, reflecting a climate in which online and discount retailers have outmaneuvered them",pos,neg
"Prem Watsa has an ironclad deal for Allied World but may have to take a firmer grip at BlackBerry Silicon Valley, with Google and Tesla, is developing the smart cars of tomorrow, but the Detroit Three are working hard on selfdriving projects in Michigan Uber, which defied state regulators who said the service was illegal, stopped the autonomous car program after only a week David Steinberg challenges us with the toughest puzzle of the week With homeowners having renovated traditional targets like kitchens and bathrooms, they are turning their attention to that most neglected of spaces In a fitful and contentious year, it is perhaps no surprise that this year there are more bad grades than good With clean energy creating jobs in every state, the sector has become as much about getting returns on investments as it is about helping the environment",neg,neg
"Uber said it had no intention of ending a new test of its selfdriving vehicles in San Francisco, even though the state said it was illegal",neg,neg
"He needs a jolt several times a day, and he gives it back to you Its a dangerous codependency",pos,neg
Heres what you need to know to start your day Heres what you need to know to start your day,neg,neg
The General Services Administration disputed House Democrats on whether Presidentelect Donald J Trump had to sell off his Washington hotel,pos,neg
"For the second time this year, Wells Fargo has failed to pass a key regulatory test created after the  financial crisis to reduce the threats posed by large banks to the economy Heres what you need to know to start your day The ridehailing company debuted selfdriving cars in San Francisco, only to have Californias Department of Motor Vehicles say it was illegal There are increasing signs that autonomous cars have arrived  and may be driving on our city streets sooner than we think",pos,neg
